stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1496,Rollin,ROLLIN 59100 ROUBAIX,50.705182,3.18015,1,,1,,,0
2559,Le Tilleul,LE TILLEUL 59262 SAINGHIN EN MELANTOIS,50.585081,3.167925,1,,1,,,0
1580,Place De Gaulle,PLACE DE GAULLE 59184 SAINGHIN EN WEPPES,50.562976,2.899109,1,,1,,,0
1582,Ocron,OCRON 59184 SAINGHIN EN WEPPES,50.561722,2.888884,1,,1,,,0
1579,Lotissement Nouveau Monde,LOTISSEMENT NOUVEAU MONDE 59184 SAINGHIN EN WEPPES,50.557145,2.909028,1,,1,,,0
1604,Mairie,SAINT ANDRE MAIRIE 59350 SAINT ANDRE,50.660843,3.050741,1,,1,,,0
4036,Bel Air,BEL AIR 59350 SAINT ANDRE,50.658177,3.039979,1,,1,,,0
7072,Ulysse Trelat,ULYSSE TRELAT 59350 SAINT ANDRE,50.658503,3.042552,1,,1,,,0
1601,Yser,YSER 59350 SAINT ANDRE,50.660941,3.036588,1,,1,,,0
1594,Faidherbe,FAIDHERBE 59350 SAINT ANDRE,50.652697,3.052389,1,,1,,,0
1635,Rue De Wavrin,RUE DE WAVRIN 59211 SANTES,50.593362,2.949691,1,,1,,,0
1659,Prevert,PREVERT 59113 SECLIN,50.540623,3.022689,1,,1,,,0
5529,Hotel De Ville,SECLIN HOTEL DE VILLE 59113 SECLIN,50.545534,3.025346,1,,1,,,0
1670,Eglise,SECLIN EGLISE 59113 SECLIN,50.551541,3.03085,1,,1,,,0
1691,Boutillerie,BOUTILLERIE 59320 SEQUEDIN,50.628491,2.969329,1,,1,,,0
1697,Muchembus,MUCHEMBUS 59320 SEQUEDIN,50.625606,2.984128,1,,1,,,0
1711,Bon Poste,TOUFFLERS BON POSTE (RUE DU MARECHAL LECLERC) 59390 TOUFFLERS,50.661393,3.218587,1,,1,,,0
1713,Place,TOUFFLERS PLACE 59390 TOUFFLERS,50.661105,3.228715,1,,1,,,0
1799,Villas,VILLAS 59200 TOURCOING,50.696605,3.152467,1,,1,,,0
4463,Sacre Coeur,SACRE COEUR 59200 TOURCOING,50.714699,3.158809,1,,1,,,0
7535,Victoire,VICTOIRE 59200 TOURCOING,50.717509,3.158459,1,,1,,,0
7212,Denis Papin,DENIS PAPIN 59200 TOURCOING,50.733043,3.143494,1,,1,,,0
5765,Rue De L'Yser,RUE DE L'YSER 59200 TOURCOING,50.741152,3.166538,1,,1,,,0
5763,Rue Des Champs,RUE DES CHAMPS 59200 TOURCOING,50.726076,3.141799,1,,1,,,0
